Product_Name,Specifications,Price,Rating,No_of_Ratings,No_of_Reviews,Maximum_Power,Engine_Capacity,Brake_Front,Tire_Type,Console_Feature,Range,Maximum_Speed,Charging_Time,Brand,Bike_Type
"Ather Rizta Z 161 KM IDC range Booking for Ex-Showroom Price (with Duo Charger, Pangong Blue Mono)","Range: 161 kmMaximum Speed: 80 kmphCharging Time: 5.15 HrTire Type: TubelessBattery: 3 Years/ 30000 Km, Vehicle: 3 Years/ 30000 Km","₹1,59,154",2,"1,353 Ratings & 141 Reviews","1,353 Ratings & 141 Reviews",,,,"TubelessBattery: 3 Years/ 30000 Km, Vehicle: 3 Years/ 30000 Km",,161 km,80 kmph,5.15 Hr,Ather,Motorcycle
"Ather Rizta Z 161 KM IDC range Booking for Ex-Showroom Price (with Duo Charger, Terracotta Red Duo)","Range: 161 kmMaximum Speed: 80 kmphCharging Time: 5.15 HrTire Type: TubelessBattery: 3 Years/ 30000 Km 
Vehicle: 3 years / 30000 Km","₹1,57,339",4.5,"2,515 Ratings & 302 Reviews","2,515 Ratings & 302 Reviews",,,,,,161 km,80 kmph,5.15 Hr,Ather,Motorcycle
"Ather Rizta Z 161 KM IDC range Booking for Ex-Showroom Price (with Duo Charger, Deccan Grey Mono)","Range: 161 kmMaximum Speed: 80 kmphCharging Time: 5.15 HrTire Type: TubelessBattery: 3 Years/ 30000 Km, Vehicle: 3 Years/ 30000 Km","₹1,57,809",5,"2,515 Ratings & 302 Reviews","2,515 Ratings & 302 Reviews",,,,"TubelessBattery: 3 Years/ 30000 Km, Vehicle: 3 Years/ 30000 Km",,161 km,80 kmph,5.15 Hr,Ather,Motorcycle
"Ather Rizta Z 161 KM IDC range Booking for Ex-Showroom Price (with Duo Charger, Alphonso Yellow Duo)","Range: 161 kmMaximum Speed: 80 kmphCharging Time: 5.15 HrTire Type: TubelessBattery: 3 Years/ 30000 Km, Vehicle: 3 Years/ 30000 Km","₹1,58,494",1,"2,515 Ratings & 302 Reviews","2,515 Ratings & 302 Reviews",,,,"TubelessBattery: 3 Years/ 30000 Km, Vehicle: 3 Years/ 30000 Km",,161 km,80 kmph,5.15 Hr,Ather,Motorcycle
TVS Zest Booking for Ex-Showroom Price,"Engine Capacity: 109.7 ccBrake Front: DrumTire Type: TubelessUnder Seat Storage: 19 LConsole Feature: Analog SpeedometerWhile the Company has taken every care to maintain quality in the manufacture of the TVS Sport, the above saidwarranty is subject to other terms of warranty: During 5 Years from the date of purchase or during the first 60,000 km of run for the vehicle in the hands of originalretail purchaser, whichever is earlier, the parts of the vehicle covered under warranty which prove to the satisfactionof the Company to have a manufacturing defect will be repaired or replaced free of cost.","₹79,097",4.6,"2,515 Ratings & 302 Reviews","2,515 Ratings & 302 Reviews",,109.7 cc,Drum,TubelessUnder Seat Storage: 19 L,"Analog SpeedometerWhile the Company has taken every care to maintain quality in the manufacture of the TVS Sport, the above saidwarranty is subject to other terms of warranty: ",,,,TVS,Motorcycle
"Ather 450 X 161 KM IDC range with Stack Pro Booking for Ex-Showroom Price (with Duo Charger, Still Whi...",Range: 161 kmMaximum Speed: 90 kmphCharging Time: 5.15 HrTire Type: TubelessAll Ather scooters and chargers come with a standard warranty of 3 years or 30k kms whichever comes earlier.,"₹1,88,761",3,385 Ratings & 40 Reviews,385 Ratings & 40 Reviews,,,,TubelessAll Ather scooters and chargers come with a standard warranty of 3 years or 30k kms whichever comes earlier.,,161 km,90 kmph,5.15 Hr,Ather,Motorcycle
"Ather Rizta Z 123KM IDC Range with Stack Pro Booking for Ex-Showroom Price (with Portable Charger, Pan...","Range: 123 kmMaximum Speed: 80 kmphCharging Time: 7.45 HrsTire Type: TubelessBattery: 5 Years/ 60000 Km or 8 Years/ 80000 Kms (Optional), Vehicle: 3 Years / 30000 Km","₹1,61,499",5,"1,657 Ratings & 201 Reviews","1,657 Ratings & 201 Reviews",,,,"TubelessBattery: 5 Years/ 60000 Km or 8 Years/ 80000 Kms (Optional), Vehicle: 3 Years / 30000 Km",,123 km,80 kmph,7.45 Hrs,Ather,Motorcycle
"Ather Rizta Z 161 KM IDC range with Stack Pro Booking for Ex-Showroom Price (with Duo Charger, Siachen...","Range: 161 kmMaximum Speed: 80 kmphCharging Time: 5.15 HrTire Type: TubelessBattery: 5 Years/ 60000 Km or 8 Years/ 80000 Kms (Optional), Vehicle: 3 Years / 30000 Km","₹1,82,391",4.5,"2,515 Ratings & 302 Reviews","2,515 Ratings & 302 Reviews",,,,"TubelessBattery: 5 Years/ 60000 Km or 8 Years/ 80000 Kms (Optional), Vehicle: 3 Years / 30000 Km",,161 km,80 kmph,5.15 Hr,Ather,Motorcycle
"Chetak C3503 Electric Scooter by Bajaj Auto Booking for Ex-Showroom Price (with Portable Charger, Matt...","Range: 151 kmMaximum Speed: 70 kmphCharging Time: 5 hrTire Type: TubelessColoured LCD DisplayChetak offers a warranty of 50000 km or 3 year (whichever comes earlier) on the product and the Lithium-ion battery. Warranty is effective from the date of the Chetak sales invoice and is in effect as long as periodic maintenance services are done at Chetak authorised service centres, as per recommended schedules.","₹1,24,157",4.5,"2,515 Ratings & 302 Reviews","2,515 Ratings & 302 Reviews",,,,"TubelessColoured LCD DisplayChetak offers a warranty of 50000 km or 3 year (whichever comes earlier) on the product and the Lithium-ion battery. Warranty is effective from the date of the Chetak sales invoice and is in effect as long as periodic maintenance services are done at Chetak authorised service centres, as per recommended schedules.",,151 km,70 kmph,5 hr,Bajaj,Electric
Hero HF Deluxe Non i3S-Self Booking for Ex-Showroom Price,"Maximum Power: 7.91Engine Capacity: 97.2 ccBrake Front: DrumTire Type: TubedConsole Feature: SpeedometerHero MotoCorp warrants all its motorcycles for a period of 5 years or 70000 Km and scooters for a period of 5 years or 50000 Km, whichever is earlier, from the date of purchase.","₹64,923",4.5,302 Ratings & 24 Reviews,302 Ratings & 24 Reviews,7.91,97.2 cc,Drum,Tubed,"SpeedometerHero MotoCorp warrants all its motorcycles for a period of 5 years or 70000 Km and scooters for a period of 5 years or 50000 Km, whichever is earlier, from the date of purchase.",,,,Hero,Motorcycle
"Ather Rizta Z 123KM IDC Range Booking for Ex-Showroom Price (with Portable Charger, Terracotta Red Duo...","Range: 123 kmMaximum Speed: 80 kmphCharging Time: 7.45 hrTire Type: TubelessBattery: 3 Years/ 30000 Km 
Vehicle: 3 years / 30000 Km","₹1,39,545",4.6,"2,269 Ratings & 225 Reviews","2,269 Ratings & 225 Reviews",,,,,,123 km,80 kmph,7.45 hr,Ather,Motorcycle
"Ather Rizta Z 161 KM IDC range with Stack Pro Booking for Ex-Showroom Price (with Duo Charger, Terraco...","Range: 161 kmMaximum Speed: 80 kmphCharging Time: 5.15 HrTire Type: TubelessBattery: 5 years/ 60000 Km or 8 years/ 80000 kms (optional)
Vehicle: 3 years / 30000 Km","₹1,82,994",4.5,"2,515 Ratings & 302 Reviews","2,515 Ratings & 302 Reviews",,,,,,161 km,80 kmph,5.15 Hr,Ather,Motorcycle
"Ather Rizta Z 161 KM IDC range Booking for Ex-Showroom Price (with Portable Charger, Terracotta Red Mo...","Range: 161 kmMaximum Speed: 80 kmphCharging Time: 5.15 HrTire Type: TubelessThe vehicle and battery comes with a standard warranty of 3 years or 30,000 KMs, whichever is earlier.","₹1,59,154",4.5,32 Ratings & 3 Reviews,32 Ratings & 3 Reviews,,,,"TubelessThe vehicle and battery comes with a standard warranty of 3 years or 30,000 KMs, whichever is earlier.",,161 km,80 kmph,5.15 Hr,Ather,Motorcycle
"Ather Rizta Z 123KM IDC Range Booking for Ex-Showroom Price (with Portable Charger, Deccan Grey Mono)","Range: 123 kmMaximum Speed: 80 kmphCharging Time: 7.45 HrsTire Type: TubelessBattery: 3 Years/ 30000 Km, Vehicle: 3 Years / 30000 Km","₹1,37,261",4.5,32 Ratings & 3 Reviews,32 Ratings & 3 Reviews,,,,"TubelessBattery: 3 Years/ 30000 Km, Vehicle: 3 Years / 30000 Km",,123 km,80 kmph,7.45 Hrs,Ather,Motorcycle
Hero Splendor+ XTEC Booking for Ex-Showroom Price,"Maximum Power: 5.9 kW @ 8000 rpmEngine Capacity: 97.2 ccBrake Front: DrumTire Type: TubelessConsole Feature: Fully Digital SpeedometerHero MotoCorp warrants all its motorcycles for a period of 5 years or 70000 Km and scooters for a period of 5 years or 50000 Km, whichever is earlier, from the date of purchase.","₹80,983",4.5,32 Ratings & 3 Reviews,32 Ratings & 3 Reviews,5.9 kW @ 8000 rpm,97.2 cc,Drum,Tubeless,"Fully Digital SpeedometerHero MotoCorp warrants all its motorcycles for a period of 5 years or 70000 Km and scooters for a period of 5 years or 50000 Km, whichever is earlier, from the date of purchase.",,,,Hero,Motorcycle
Hero Splendor+ XTEC 2.0 Booking for Ex-Showroom Price,"Maximum Power: 5.9 KW (at 8000 rpm)Engine Capacity: 97.2 ccBrake Front: DrumTire Type: TubelessConsole Feature: Full Digital Meter with Bluetooth, RTMI, Eco Indicator and Host of FeaturesHero MotoCorp warrants all its motorcycles for a period of 5 years or 70000 Km and scooters for a period of 5 years or 50000 Km, whichever is earlier, from the date of purchase.","₹83,311",4.5,385 Ratings & 40 Reviews,385 Ratings & 40 Reviews,5.9 KW (at 8000 rpm),97.2 cc,Drum,Tubeless,"Full Digital Meter with Bluetooth, RTMI, Eco Indicator and Host of FeaturesHero MotoCorp warrants all its motorcycles for a period of 5 years or 70000 Km and scooters for a period of 5 years or 50000 Km, whichever is earlier, from the date of purchase.",,,,Hero,Motorcycle
"Ather Rizta Z 123KM IDC Range with Stack Pro Booking for Ex-Showroom Price (with Portable Charger, Ter...","Range: 123 kmMaximum Speed: 80 kmphCharging Time: 7.45 hrTire Type: TubelessBattery: 5 years/ 60000 Km or 8 years/ 80000 kms (optional)
Vehicle: 3 years / 30000 Km","₹1,61,810",4.6,302 Ratings & 24 Reviews,302 Ratings & 24 Reviews,,,,,,123 km,80 kmph,7.45 hr,Ather,Motorcycle
"Ather Rizta Z 161 KM IDC range Booking for Ex-Showroom Price (with Duo Charger, Deccan Grey Duo)","Range: 161 kmMaximum Speed: 80 kmphCharging Time: 5.15 HrTire Type: TubelessBattery: 3 Years/ 30000 Km, Vehicle: 3 Years/ 30000 Km","₹1,57,760",4.5,32 Ratings & 3 Reviews,32 Ratings & 3 Reviews,,,,"TubelessBattery: 3 Years/ 30000 Km, Vehicle: 3 Years/ 30000 Km",,161 km,80 kmph,5.15 Hr,Ather,Motorcycle
Hero New Passion+ Booking for Ex-Showroom Price,"Maximum Power: 5.9 kW @ 8000 rpmEngine Capacity: 97.2 ccBrake Front: DrumTire Type: TubelessConsole Feature: Digital Analog Meter with RTMI and Low Fuel IndicatorHero MotoCorp warrants all its motorcycles for a period of 5 years or 70000 Km and scooters for a period of 5 years or 50000 Km, whichever is earlier, from the date of purchase.","₹81,235",4.5,32 Ratings & 3 Reviews,32 Ratings & 3 Reviews,5.9 kW @ 8000 rpm,97.2 cc,Drum,Tubeless,"Digital Analog Meter with RTMI and Low Fuel IndicatorHero MotoCorp warrants all its motorcycles for a period of 5 years or 70000 Km and scooters for a period of 5 years or 50000 Km, whichever is earlier, from the date of purchase.",,,,Hero,Motorcycle
"Chetak C3502 Electric Scooter by Bajaj Auto Booking for Ex-Showroom Price (with Portable Charger, Indi...","Range: 153 kmMaximum Speed: 80 KmphCharging Time: 5 hrTire Type: TubelessChetak offers a warranty of 50000 km or 3 year (whichever comes earlier) on the product and the Lithium-ion battery. The auxillary battery has a warranty of 18 months and tyres have a warranty of 12 months. Warranty is effective from the date of the Chetak sales invoice and is in effect as long as periodic maintenance services are done at Chetak authorised service centres, as per recommended schedules.","₹1,39,939",4.4,"1,657 Ratings & 201 Reviews","1,657 Ratings & 201 Reviews",,,,"TubelessChetak offers a warranty of 50000 km or 3 year (whichever comes earlier) on the product and the Lithium-ion battery. The auxillary battery has a warranty of 18 months and tyres have a warranty of 12 months. Warranty is effective from the date of the Chetak sales invoice and is in effect as long as periodic maintenance services are done at Chetak authorised service centres, as per recommended schedules.",,153 km,80 Kmph,5 hr,Bajaj,Electric
"Ather Rizta S 159KM Booking for Ex-Showroom Price (with Portable Charger, Terracotta Red Mono)","Range: 159 kmMaximum Speed: 80 kmphCharging Time: 5.45 hrTire Type: TubelessThe vehicle and battery comes with a standard warranty of 3 years or 30,000 KMs, whichever is earlier.","₹1,46,810",4.5,"5,258 Ratings & 513 Reviews","5,258 Ratings & 513 Reviews",,,,"TubelessThe vehicle and battery comes with a standard warranty of 3 years or 30,000 KMs, whichever is earlier.",,159 km,80 kmph,5.45 hr,Ather,Motorcycle
"Ather Rizta S 123 KM with Pro Booking for Ex-Showroom Price (with Portable Charger, Pangong Blue Mono)","Range: 123 kmMaximum Speed: 80 kmphCharging Time: 7.45 HrsTire Type: TubelessBattery: 5 Years/ 60000 Km or 8 Years/ 80000 Kms (Optional), Vehicle: 3 Years / 30000 Km","₹1,36,995",4.5,32 Ratings & 3 Reviews,32 Ratings & 3 Reviews,,,,"TubelessBattery: 5 Years/ 60000 Km or 8 Years/ 80000 Kms (Optional), Vehicle: 3 Years / 30000 Km",,123 km,80 kmph,7.45 Hrs,Ather,Motorcycle
"Ather Rizta S 123 KM with Pro Booking for Ex-Showroom Price (with Portable Charger, Deccan Grey Mono)","Range: 123 kmMaximum Speed: 80 kmphCharging Time: 7.45 HrsTire Type: TubelessBattery: 5 Years/ 60000 Km or 8 Years/ 80000 Kms (Optional), Vehicle: 3 Years / 30000 Km","₹1,35,995",4.5,32 Ratings & 3 Reviews,32 Ratings & 3 Reviews,,,,"TubelessBattery: 5 Years/ 60000 Km or 8 Years/ 80000 Kms (Optional), Vehicle: 3 Years / 30000 Km",,123 km,80 kmph,7.45 Hrs,Ather,Motorcycle
"Ather Rizta S 123 KM Booking for Ex-Showroom Price (with Portable Charger, Terracotta Red Mono)","Range: 123 kmMaximum Speed: 80 kmphCharging Time: 7.45 hrTire Type: TubelessBattery: 3 Years/ 30000 Km 
Vehicle: 3 years / 30000 Km","₹1,22,499",4.5,32 Ratings & 3 Reviews,32 Ratings & 3 Reviews,,,,,,123 km,80 kmph,7.45 hr,Ather,Motorcycle
TVS Zest Booking for Ex-Showroom Price,"Engine Capacity: 109.7 ccBrake Front: DrumTire Type: TubelessUnder Seat Storage: 19 LConsole Feature: Analog SpeedometerDuring 5 years from the date of purchase or during the first 50,000 km of run for the vehicle in the hands of original retail purchaser, whichever is earlier.","₹72,100",4.5,32 Ratings & 3 Reviews,32 Ratings & 3 Reviews,,109.7 cc,Drum,TubelessUnder Seat Storage: 19 L,Analog Speedometer,,,,TVS,Motorcycle
"Ather Rizta Z 161 KM IDC range with Stack Pro Booking for Ex-Showroom Price (with Duo Charger, Pangong...","Range: 161 kmMaximum Speed: 80 kmphCharging Time: 5.15 HrTire Type: TubelessBattery: 5 Years/ 60000 Km or 8 Years/ 80000 Kms (Optional), Vehicle: 3 Years / 30000 Km","₹1,82,550",4.5,385 Ratings & 40 Reviews,385 Ratings & 40 Reviews,,,,"TubelessBattery: 5 Years/ 60000 Km or 8 Years/ 80000 Kms (Optional), Vehicle: 3 Years / 30000 Km",,161 km,80 kmph,5.15 Hr,Ather,Motorcycle
"Ather Rizta S 159KM Booking for Ex-Showroom Price (with Portable Charger, Siachen White Mono)","Range: 159 kmMaximum Speed: 80 kmphCharging Time: 5.45 HrTire Type: TubelessThe vehicle and battery comes with a standard warranty of 3 years or 30,000 KMs, whichever is earlier.","₹1,44,761",4.5,385 Ratings & 40 Reviews,385 Ratings & 40 Reviews,,,,"TubelessThe vehicle and battery comes with a standard warranty of 3 years or 30,000 KMs, whichever is earlier.",,159 km,80 kmph,5.45 Hr,Ather,Motorcycle
"Ather Rizta S 159KM Booking for Ex-Showroom Price (with Portable Charger, Deccan Grey Mono)","Range: 159 kmMaximum Speed: 80 kmphCharging Time: 5.45 HrTire Type: TubelessThe vehicle and battery comes with a standard warranty of 3 years or 30,000 KMs, whichever is earlier.","₹1,44,761",4.5,194 Ratings & 29 Reviews,194 Ratings & 29 Reviews,,,,"TubelessThe vehicle and battery comes with a standard warranty of 3 years or 30,000 KMs, whichever is earlier.",,159 km,80 kmph,5.45 Hr,Ather,Motorcycle
"Ather 450 X 161 KM IDC range with Stack Pro Booking for Ex-Showroom Price (with Duo Charger, Cosmic Bl...",Range: 161 kmMaximum Speed: 90 kmphCharging Time: 5.15 HrTire Type: TubelessAll Ather scooters and chargers come with a standard warranty of 3 years or 30k kms whichever comes earlier.,"₹1,88,657",4.5,194 Ratings & 29 Reviews,194 Ratings & 29 Reviews,,,,TubelessAll Ather scooters and chargers come with a standard warranty of 3 years or 30k kms whichever comes earlier.,,161 km,90 kmph,5.15 Hr,Ather,Motorcycle
"Chetak C3503 Electric Scooter by Bajaj Auto Booking for Ex-Showroom Price (with Portable Charger, Matt...","Range: 151 kmMaximum Speed: 70 kmphCharging Time: 5 hrTire Type: TubelessColoured LCD DisplayChetak offers a warranty of 50000 km or 3 year (whichever comes earlier) on the product and the Lithium-ion battery. Warranty is effective from the date of the Chetak sales invoice and is in effect as long as periodic maintenance services are done at Chetak authorised service centres, as per recommended schedules.","₹1,24,157",4.5,302 Ratings & 24 Reviews,302 Ratings & 24 Reviews,,,,"TubelessColoured LCD DisplayChetak offers a warranty of 50000 km or 3 year (whichever comes earlier) on the product and the Lithium-ion battery. Warranty is effective from the date of the Chetak sales invoice and is in effect as long as periodic maintenance services are done at Chetak authorised service centres, as per recommended schedules.",,151 km,70 kmph,5 hr,Bajaj,Electric
